"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2018 American Community Survey.",,,,,,,,,,,,,,,
Census Tract , DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0 
Percentile Range",2018 Total Population,"California 
County",Children < 10 years (%) ,Pop 10-64 years (%),Elderly > 65 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Pacific Islander (%),Other/Multiple (%)
6037291130,63.95,97.73,95-100% (highest scores),3643,Los Angeles,11.6,77.2,11.1,64.0,4.5,18.3,0.0,11.6,0.0,1.6
6037433102,63.93,97.72,95-100% (highest scores),4536,Los Angeles,10.0,77.7,12.3,54.7,0.7,0.0,0.0,43.0,1.7,0.0
6037122410,63.83,97.70,95-100% (highest scores),3588,Los Angeles,11.5,78.5,10.0,80.0,13.5,2.7,0.0,3.6,0.0,0.1
6037532500,63.78,97.69,95-100% (highest scores),4367,Los Angeles,16.2,77.7,6.1,91.1,0.9,3.1,0.0,2.2,2.7,0.0
6037241202,63.78,97.68,95-100% (highest scores),5436,Los Angeles,16.5,74.0,9.5,59.5,0.5,36.8,0.7,0.3,0.0,2.1
6019002601,63.75,97.67,95-100% (highest scores),5248,Fresno ,20.0,70.5,9.5,89.0,3.0,1.7,0.0,5.0,0.0,1.2
6037534101,63.73,97.65,95-100% (highest scores),2266,Los Angeles,18.7,72.6,8.7,90.8,1.0,3.0,0.0,5.2,0.0,0.0
6037532900,63.70,97.64,95-100% (highest scores),7226,Los Angeles,18.6,74.8,6.6,93.1,0.7,6.2,0.0,0.0,0.0,0.0
6037572900,63.68,97.63,95-100% (highest scores),5541,Los Angeles,16.0,75.5,8.5,68.9,4.5,6.4,0.0,14.9,2.1,3.3
6037199700,63.64,97.62,95-100% (highest scores),3119,Los Angeles,6.6,80.4,13.0,69.1,15.6,1.0,0.0,13.1,0.6,0.4
6077002401,63.61,97.60,95-100% (highest scores),5155,San Joaquin,19.2,72.6,8.2,67.3,7.1,2.5,0.0,19.9,0.0,3.3
6065046700,63.54,97.59,95-100% (highest scores),4667,Riverside ,19.7,65.2,15.2,67.9,20.9,8.9,0.0,2.0,0.0,0.3
6037532700,63.52,97.58,95-100% (highest scores),3408,Los Angeles,18.7,74.4,6.8,93.3,1.8,4.5,0.0,0.4,0.0,0.0
6037553701,63.51,97.57,95-100% (highest scores),4139,Los Angeles,14.0,79.4,6.6,95.6,2.1,1.8,0.0,0.2,0.0,0.3
6037432700,63.44,97.55,95-100% (highest scores),5853,Los Angeles,13.4,74.0,12.6,75.8,4.6,0.0,0.0,19.6,0.0,0.0
6037227020,63.41,97.54,95-100% (highest scores),3647,Los Angeles,13.4,80.3,6.3,96.4,0.4,2.8,0.0,0.4,0.0,0.0
6029002301,63.33,97.53,95-100% (highest scores),10618,Kern ,15.4,74.6,10.0,87.7,8.0,1.5,1.4,1.0,0.0,0.3
6037402702,63.31,97.52,95-100% (highest scores),6779,Los Angeles,24.1,71.9,4.0,83.5,4.6,10.7,0.0,0.9,0.0,0.3
6037208000,63.28,97.50,95-100% (highest scores),7646,Los Angeles,12.1,82.7,5.2,65.1,8.0,9.0,0.0,16.3,0.0,1.6
6037542502,63.21,97.49,95-100% (highest scores),5056,Los Angeles,16.8,74.7,8.5,60.2,0.7,36.6,0.6,0.3,0.0,1.6
6001408800,63.19,97.48,95-100% (highest scores),7054,Alameda ,21.1,69.8,9.1,52.8,5.1,34.0,0.1,3.4,4.1,0.5
6037575801,63.07,97.47,95-100% (highest scores),2341,Los Angeles,18.5,78.9,2.6,75.5,10.9,9.2,0.0,4.3,0.0,0.1
6037242100,63.00,97.45,95-100% (highest scores),2778,Los Angeles,22.1,73.9,4.0,79.2,0.3,17.8,0.0,0.6,2.1,0.0
6071004003,62.99,97.44,95-100% (highest scores),6116,San Bernardino,16.2,76.7,7.0,88.7,10.0,0.0,0.2,0.7,0.0,0.3
6037541605,62.98,97.43,95-100% (highest scores),4854,Los Angeles,10.0,83.3,6.7,71.1,0.5,26.1,0.0,2.3,0.0,0.1
6037187102,62.97,97.41,95-100% (highest scores),3897,Los Angeles,13.1,71.7,15.2,59.6,16.6,1.1,0.3,20.2,0.7,1.5
6037301601,62.97,97.40,95-100% (highest scores),6619,Los Angeles,6.8,74.1,19.1,25.3,59.6,4.6,0.2,7.9,0.0,2.4
6107004200,62.95,97.39,95-100% (highest scores),6643,Tulare ,19.9,72.4,7.7,89.4,7.3,2.7,0.0,0.3,0.0,0.3
6037542601,62.92,97.38,95-100% (highest scores),3245,Los Angeles,20.3,74.7,4.9,81.0,1.2,15.9,0.2,1.3,0.4,0.0
6037294830,62.86,97.36,95-100% (highest scores),3892,Los Angeles,16.1,77.6,6.3,95.9,0.1,1.1,0.0,1.9,0.0,1.0
6037434003,62.85,97.35,95-100% (highest scores),4532,Los Angeles,11.2,77.7,11.1,80.9,3.9,0.1,0.0,15.0,0.0,0.0
6107000302,62.85,97.34,95-100% (highest scores),3264,Tulare ,17.9,74.5,7.6,86.9,11.6,0.4,0.0,0.4,0.0,0.8
6099002302,62.80,97.33,95-100% (highest scores),4099,Stanislaus ,17.2,74.3,8.5,81.5,14.2,0.1,0.0,2.2,0.1,1.8
6037432802,62.79,97.31,95-100% (highest scores),5242,Los Angeles,14.0,79.0,7.0,72.6,2.0,0.6,0.0,21.9,1.5,1.4
6071005600,62.76,97.30,95-100% (highest scores),6825,San Bernardino,20.8,73.6,5.6,75.7,11.3,10.7,0.1,0.7,0.0,1.4
6039000502,62.74,97.29,95-100% (highest scores),10776,Madera ,16.4,72.6,11.0,79.0,12.6,6.1,0.3,2.1,0.0,0.0
6037570204,62.69,97.28,95-100% (highest scores),4384,Los Angeles,15.4,69.2,15.4,56.6,10.8,18.5,0.4,13.6,0.0,0.1
6001409000,62.67,97.26,95-100% (highest scores),3904,Alameda ,16.1,77.9,6.0,52.7,1.9,32.3,0.0,4.0,2.5,6.5
6037402804,62.67,97.25,95-100% (highest scores),4143,Los Angeles,13.4,79.1,7.5,82.7,2.7,1.9,0.0,11.8,0.2,0.8
6019001303,62.66,97.24,95-100% (highest scores),2541,Fresno ,18.3,75.4,6.3,73.0,1.5,7.5,0.5,15.0,0.0,2.6
6037530601,62.62,97.23,95-100% (highest scores),2995,Los Angeles,14.4,72.0,13.7,91.9,5.1,0.0,0.0,2.6,0.2,0.3
6047001301,62.60,97.21,95-100% (highest scores),2765,Merced ,11.7,73.5,14.8,54.0,36.8,4.7,0.0,2.9,0.0,1.6
6037570404,62.55,97.20,95-100% (highest scores),3554,Los Angeles,14.9,77.0,8.2,68.7,2.2,19.1,0.0,4.3,3.9,1.9
6071001101,62.54,97.19,95-100% (highest scores),4232,San Bernardino,14.4,79.5,6.1,77.2,13.3,1.2,0.0,8.0,0.0,0.3
6107003100,62.54,97.18,95-100% (highest scores),3502,Tulare ,21.7,71.0,7.3,71.2,23.0,4.3,0.6,0.0,0.0,1.0
6037535200,62.49,97.16,95-100% (highest scores),5850,Los Angeles,12.3,82.6,5.1,86.1,0.7,12.3,0.0,0.0,0.0,1.0
6037229100,62.40,97.15,95-100% (highest scores),5232,Los Angeles,19.6,76.0,4.4,95.3,0.8,3.6,0.0,0.0,0.0,0.3
6037186401,62.38,97.14,95-100% (highest scores),3437,Los Angeles,16.8,74.5,8.7,82.8,5.5,0.0,0.0,11.4,0.0,0.2
6037228720,62.34,97.12,95-100% (highest scores),4835,Los Angeles,19.6,74.0,6.5,89.6,0.6,9.6,0.0,0.0,0.0,0.2
6071001501,62.32,97.11,95-100% (highest scores),4142,San Bernardino,18.0,76.3,5.7,90.3,9.1,0.0,0.0,0.7,0.0,0.0
6071004104,62.25,97.10,95-100% (highest scores),6812,San Bernardino,26.4,68.3,5.2,88.9,4.6,1.7,0.0,3.3,0.1,1.4
6037535300,62.17,97.09,95-100% (highest scores),6146,Los Angeles,15.0,79.6,5.4,96.0,0.0,4.0,0.0,0.0,0.0,0.0
6037533603,62.16,97.07,95-100% (highest scores),6869,Los Angeles,17.9,72.4,9.7,92.3,6.7,0.7,0.0,0.0,0.0,0.3
6037534502,62.14,97.06,95-100% (highest scores),4924,Los Angeles,15.8,75.3,8.9,97.8,1.5,0.2,0.0,0.4,0.0,0.0
6047001302,62.14,97.05,95-100% (highest scores),2895,Merced ,10.5,79.3,10.2,58.0,33.6,3.3,0.2,3.1,0.0,1.7
6019000600,62.13,97.04,95-100% (highest scores),5168,Fresno ,21.8,68.3,9.9,69.7,16.6,10.7,0.1,2.4,0.0,0.5
6037294900,62.09,97.02,95-100% (highest scores),3637,Los Angeles,17.4,72.7,9.9,91.1,3.8,1.3,0.0,0.3,0.4,3.0
6077002402,62.09,97.01,95-100% (highest scores),1725,San Joaquin,8.8,74.4,16.8,77.8,4.6,6.1,0.0,9.4,0.0,2.1
6047002201,62.07,97.00,95-100% (highest scores),5948,Merced ,21.0,67.9,11.1,78.5,19.3,0.3,0.0,1.1,0.0,0.8
6037532303,62.01,96.99,95-100% (highest scores),4515,Los Angeles,13.8,69.4,16.8,94.6,2.3,0.7,0.0,1.2,0.3,0.8
6019002400,62.00,96.97,95-100% (highest scores),4215,Fresno ,13.3,75.7,10.9,65.0,7.4,3.8,0.0,23.5,0.0,0.3
6037433200,62.00,96.96,95-100% (highest scores),6270,Los Angeles,12.2,72.9,14.9,63.5,3.2,0.6,0.0,32.2,0.0,0.6
6037575300,61.96,96.95,95-100% (highest scores),4529,Los Angeles,16.4,74.5,9.1,60.3,4.4,14.0,0.0,20.7,0.6,0.0
6037104320,61.93,96.94,95-100% (highest scores),5599,Los Angeles,14.1,75.3,10.5,91.1,2.6,3.7,0.0,1.1,0.0,1.4
6037531504,61.89,96.92,95-100% (highest scores),4280,Los Angeles,19.7,73.1,7.2,99.3,0.7,0.0,0.0,0.0,0.0,0.0
6077002000,61.89,96.91,95-100% (highest scores),3385,San Joaquin,21.4,66.3,12.3,76.6,6.1,10.4,0.0,4.2,1.0,1.8
6037434001,61.87,96.90,95-100% (highest scores),4284,Los Angeles,12.8,78.4,8.8,79.8,2.9,0.2,0.3,16.9,0.0,0.0
6037550000,61.82,96.89,95-100% (highest scores),2024,Los Angeles,1.7,87.9,10.3,39.8,32.4,14.0,2.3,10.2,0.1,1.3
6095250701,61.81,96.87,95-100% (highest scores),3595,Solano ,17.4,69.1,13.5,38.1,18.7,18.7,0.0,14.3,0.0,10.2
6037543100,61.79,96.86,95-100% (highest scores),7161,Los Angeles,11.7,77.3,11.0,46.1,1.3,50.9,0.0,1.4,0.0,0.3
6037218400,61.75,96.85,95-100% (highest scores),4978,Los Angeles,13.9,79.6,6.5,66.4,9.6,19.9,0.0,1.7,0.0,2.4
6071001803,61.66,96.83,95-100% (highest scores),3306,San Bernardino,10.2,70.1,19.8,67.8,17.4,4.6,3.9,6.0,0.0,0.4
6037203100,61.64,96.82,95-100% (highest scores),4426,Los Angeles,14.9,76.3,8.8,95.3,0.9,1.2,0.0,2.1,0.0,0.5
6107003400,61.63,96.81,95-100% (highest scores),6832,Tulare ,10.1,74.2,15.7,54.7,33.2,0.2,0.1,9.7,0.0,2.0
6037237202,61.61,96.80,95-100% (highest scores),4593,Los Angeles,16.5,76.1,7.4,62.6,2.9,32.2,0.0,1.5,0.5,0.3
6037601502,61.54,96.78,95-100% (highest scores),3956,Los Angeles,16.2,78.6,5.2,95.0,1.1,0.5,0.0,3.2,0.0,0.2
6037533403,61.48,96.77,95-100% (highest scores),2939,Los Angeles,12.5,72.7,14.7,92.5,4.5,0.9,0.2,1.8,0.0,0.0
6039000900,61.46,96.76,95-100% (highest scores),10861,Madera ,21.4,73.9,4.7,90.2,1.8,5.8,0.0,1.7,0.0,0.5
6037540600,61.43,96.75,95-100% (highest scores),4971,Los Angeles,22.7,70.4,6.9,68.9,0.4,30.8,0.0,0.0,0.0,0.0
6073003902,61.40,96.73,95-100% (highest scores),4055,San Diego,18.2,73.6,8.3,88.0,3.0,8.3,0.0,0.8,0.0,0.0
6037404402,61.38,96.72,95-100% (highest scores),4947,Los Angeles,10.4,78.6,11.0,75.4,5.9,3.7,0.1,11.7,0.5,2.7
6059087405,61.36,96.71,95-100% (highest scores),5728,Orange ,18.9,76.6,4.5,88.3,8.4,0.8,0.0,2.4,0.0,0.0
6037402304,61.31,96.70,95-100% (highest scores),4252,Los Angeles,16.7,76.8,6.6,89.7,4.4,2.0,0.1,3.1,0.0,0.6
6019004404,61.31,96.68,95-100% (highest scores),3187,Fresno ,14.0,74.7,11.3,58.3,21.7,0.9,0.7,6.9,0.0,11.5
6037408501,61.30,96.67,95-100% (highest scores),2922,Los Angeles,10.9,75.2,13.9,72.4,6.4,0.5,0.0,20.2,0.0,0.4
6107004102,61.29,96.66,95-100% (highest scores),2182,Tulare ,19.7,67.4,12.9,72.6,19.8,0.0,3.6,2.7,0.0,1.2
6037544001,61.27,96.65,95-100% (highest scores),4838,Los Angeles,13.1,77.3,9.6,68.9,8.1,6.3,0.0,11.6,3.8,1.2
6071001400,61.22,96.63,95-100% (highest scores),2755,San Bernardino,9.5,75.2,15.2,55.4,22.0,13.6,0.4,7.0,0.6,1.0
6037229420,61.20,96.62,95-100% (highest scores),4942,Los Angeles,21.3,74.6,4.0,91.3,0.3,8.1,0.0,0.1,0.0,0.2
6107002901,61.17,96.61,95-100% (highest scores),4088,Tulare ,23.5,69.8,6.8,85.7,10.2,4.1,0.0,0.0,0.0,0.0
6037121900,61.14,96.60,95-100% (highest scores),3657,Los Angeles,11.9,75.5,12.6,76.0,17.1,2.2,0.0,4.7,0.0,0.0
6107004101,61.12,96.58,95-100% (highest scores),9044,Tulare ,16.4,74.1,9.5,85.6,10.9,0.0,0.2,2.0,0.0,1.2
6037541100,61.12,96.57,95-100% (highest scores),3180,Los Angeles,15.7,74.2,10.1,52.2,2.2,43.9,0.0,1.2,0.0,0.5
6071005400,61.11,96.56,95-100% (highest scores),6914,San Bernardino,18.9,73.3,7.8,63.8,14.4,12.3,0.5,5.2,0.0,3.8
6071004800,61.06,96.54,95-100% (highest scores),3342,San Bernardino,17.4,73.5,9.1,88.7,3.0,8.3,0.0,0.1,0.0,0.0
6019001900,61.05,96.53,95-100% (highest scores),2787,Fresno ,13.9,69.0,17.2,59.5,17.7,11.8,0.4,9.8,0.0,0.7
6107000900,61.04,96.52,95-100% (highest scores),9402,Tulare ,17.9,75.8,6.2,69.4,18.8,0.7,2.4,5.5,1.1,2.2
6037541604,61.02,96.51,95-100% (highest scores),5875,Los Angeles,17.5,74.6,7.9,80.6,2.3,16.5,0.0,0.2,0.0,0.4
6037601600,61.00,96.49,95-100% (highest scores),4122,Los Angeles,13.9,75.4,10.7,92.1,1.3,0.9,0.0,5.8,0.0,0.0
6099002200,61.00,96.48,95-100% (highest scores),6542,Stanislaus ,18.3,74.5,7.2,70.7,17.3,3.6,0.0,5.9,0.0,2.4
6037433401,60.98,96.47,95-100% (highest scores),3224,Los Angeles,12.0,76.1,11.9,69.0,2.1,0.4,0.0,27.5,0.3,0.7
6037232120,60.94,96.46,95-100% (highest scores),5987,Los Angeles,20.4,73.2,6.4,79.2,1.3,16.8,0.2,2.6,0.0,0.0
6029002000,60.93,96.44,95-100% (highest scores),6458,Kern ,21.3,67.1,11.6,51.3,10.6,34.2,0.2,3.4,0.2,0.0
6037602509,60.91,96.43,95-100% (highest scores),4289,Los Angeles,13.7,76.0,10.4,63.2,3.3,18.6,0.2,12.1,0.0,2.8
6037543000,60.91,96.42,95-100% (highest scores),4459,Los Angeles,15.5,70.3,14.2,43.7,0.9,54.0,0.0,0.2,0.2,1.1
6037542602,60.87,96.41,95-100% (highest scores),6084,Los Angeles,11.2,81.6,7.2,77.5,1.0,21.0,0.0,0.0,0.0,0.5
6029000400,60.81,96.39,95-100% (highest scores),4358,Kern ,18.0,73.1,8.9,27.8,61.7,1.1,1.0,2.7,0.0,5.7
6037240020,60.78,96.38,95-100% (highest scores),5232,Los Angeles,17.0,76.8,6.2,71.8,0.5,27.4,0.0,0.2,0.0,0.1
6037553702,60.78,96.37,95-100% (highest scores),4668,Los Angeles,15.5,77.1,7.4,91.7,0.8,6.0,0.0,1.2,0.0,0.3
6037534406,60.77,96.36,95-100% (highest scores),5104,Los Angeles,19.7,75.2,5.1,98.0,1.6,0.2,0.0,0.2,0.0,0.0
6037541400,60.76,96.34,95-100% (highest scores),7587,Los Angeles,19.9,74.2,5.9,83.1,0.8,12.8,2.0,1.2,0.0,0.1
6037229410,60.76,96.33,95-100% (highest scores),3571,Los Angeles,23.2,70.9,5.9,89.9,0.7,8.8,0.0,0.6,0.0,0.0
6037534405,60.76,96.32,95-100% (highest scores),4188,Los Angeles,20.4,71.5,8.1,97.3,1.1,0.2,0.2,0.7,0.0,0.5
6037195802,60.74,96.31,95-100% (highest scores),2817,Los Angeles,11.8,75.1,13.1,57.5,12.4,2.3,0.3,25.3,0.0,2.1
6037541500,60.71,96.29,95-100% (highest scores),6094,Los Angeles,18.8,76.9,4.4,89.9,0.5,9.5,0.0,0.0,0.0,0.2
6029000200,60.69,96.28,95-100% (highest scores),7870,Kern ,16.4,73.7,9.9,19.7,70.3,4.8,1.2,0.9,0.0,3.2
6037533901,60.65,96.27,95-100% (highest scores),6285,Los Angeles,16.6,77.3,6.1,96.7,2.0,0.9,0.0,0.0,0.0,0.4
6037541606,60.64,96.25,95-100% (highest scores),2394,Los Angeles,16.5,78.1,5.3,85.8,1.3,12.2,0.0,0.8,0.0,0.0
6019003805,60.63,96.24,95-100% (highest scores),7011,Fresno ,19.2,75.4,5.4,58.7,8.8,5.5,2.1,24.2,0.0,0.8
6037120020,60.62,96.23,95-100% (highest scores),3853,Los Angeles,13.2,78.2,8.6,74.1,2.3,5.7,0.0,17.8,0.0,0.0
6037535001,60.54,96.22,95-100% (highest scores),4288,Los Angeles,18.1,74.3,7.6,90.8,0.0,8.6,0.6,0.0,0.0,0.0
6037128302,60.54,96.20,95-100% (highest scores),4832,Los Angeles,11.7,81.1,7.2,77.1,14.8,3.9,0.0,2.6,0.0,1.5
6037407002,60.53,96.19,95-100% (highest scores),3606,Los Angeles,7.8,75.9,16.3,83.6,3.3,0.9,0.0,10.2,0.1,1.8
6037540501,60.53,96.18,95-100% (highest scores),6782,Los Angeles,10.1,84.6,5.2,79.3,7.9,10.5,0.7,1.0,0.1,0.5
6037208302,60.52,96.17,95-100% (highest scores),4741,Los Angeles,12.6,77.3,10.1,77.9,4.2,5.0,0.0,11.9,0.0,1.1
6029001500,60.51,96.15,95-100% (highest scores),2633,Kern ,16.4,72.9,10.7,82.2,9.1,8.1,0.0,0.0,0.0,0.6
6037536200,60.48,96.14,95-100% (highest scores),7306,Los Angeles,15.3,75.0,9.7,87.4,6.9,2.1,0.0,2.9,0.7,0.0
6037204300,60.48,96.13,95-100% (highest scores),4986,Los Angeles,15.2,71.9,12.9,95.1,3.1,0.4,0.2,1.2,0.0,0.0
6037535102,60.42,96.12,95-100% (highest scores),4931,Los Angeles,16.5,77.2,6.2,87.0,0.8,10.7,0.0,0.1,0.0,1.4
6037432801,60.41,96.10,95-100% (highest scores),2671,Los Angeles,8.6,59.9,31.5,56.8,3.3,0.2,0.0,39.7,0.0,0.0
6037232800,60.35,96.09,95-100% (highest scores),4086,Los Angeles,20.1,74.3,5.6,89.8,0.4,8.8,0.1,0.0,0.0,0.8
6071003700,60.33,96.08,95-100% (highest scores),4010,San Bernardino,16.5,73.0,10.4,82.3,4.5,9.6,0.0,1.1,0.0,2.4
6037239320,60.33,96.07,95-100% (highest scores),4179,Los Angeles,20.6,74.7,4.8,84.8,0.3,13.4,0.0,0.1,0.0,1.4
6037535603,60.32,96.05,95-100% (highest scores),3761,Los Angeles,17.7,73.9,8.4,97.8,0.2,1.8,0.0,0.2,0.0,0.0
6019001700,60.29,96.04,95-100% (highest scores),6691,Fresno ,16.1,72.5,11.4,62.9,18.3,0.3,1.0,15.2,0.0,2.3
6037104401,60.26,96.03,95-100% (highest scores),3452,Los Angeles,15.7,74.0,10.3,97.4,1.8,0.0,0.0,0.8,0.0,0.0
6029003700,60.25,96.02,95-100% (highest scores),3344,Kern ,18.6,72.4,9.0,63.4,33.3,0.7,0.0,0.0,0.0,2.7
6037297110,60.20,96.00,95-100% (highest scores),4635,Los Angeles,11.5,79.7,8.8,64.1,14.3,13.3,0.2,3.8,0.4,3.8
6037402600,60.20,95.99,95-100% (highest scores),7324,Los Angeles,14.1,71.8,14.1,70.0,18.8,3.1,0.0,7.0,0.0,1.0
6037228210,60.20,95.98,95-100% (highest scores),4160,Los Angeles,14.9,75.1,10.0,88.8,0.4,8.8,0.4,1.7,0.0,0.0
6037433700,60.06,95.96,95-100% (highest scores),3829,Los Angeles,13.4,71.9,14.6,84.4,3.1,0.0,0.0,12.4,0.0,0.1
6037241201,60.02,95.95,95-100% (highest scores),2937,Los Angeles,11.7,76.9,11.3,56.1,0.3,42.1,0.0,0.4,0.0,1.1
6037532002,59.97,95.94,95-100% (highest scores),3438,Los Angeles,12.2,79.1,8.7,90.1,2.5,0.0,0.0,7.4,0.0,0.0
6037408800,59.96,95.93,95-100% (highest scores),4111,Los Angeles,12.2,80.8,7.0,62.0,17.0,9.6,0.0,8.4,0.0,3.1
6037553601,59.95,95.91,95-100% (highest scores),4766,Los Angeles,13.6,77.4,8.9,82.4,3.5,8.0,0.0,2.9,2.6,0.7
6037291110,59.94,95.90,95-100% (highest scores),4059,Los Angeles,13.7,74.3,11.9,46.7,1.3,50.5,0.0,0.0,0.0,1.5
6037242000,59.89,95.89,95-100% (highest scores),4054,Los Angeles,18.1,76.0,6.0,72.4,4.1,22.8,0.0,0.3,0.0,0.4
6037207103,59.84,95.88,95-100% (highest scores),2324,Los Angeles,9.6,68.3,22.1,7.1,6.6,3.2,0.2,81.5,0.0,1.4
6019002800,59.83,95.86,95-100% (highest scores),4500,Fresno ,16.5,76.0,7.5,73.6,3.0,3.5,0.7,19.2,0.0,0.0
6037532001,59.81,95.85,95-100% (highest scores),2822,Los Angeles,14.0,67.4,18.6,93.5,4.5,1.3,0.0,0.7,0.0,0.0
6037301702,59.78,95.84,95-100% (highest scores),5763,Los Angeles,11.2,72.1,16.7,15.1,67.1,2.4,1.2,12.1,0.0,2.1
6001409100,59.77,95.83,95-100% (highest scores),2327,Alameda ,13.3,77.3,9.4,55.1,1.5,33.9,0.3,3.4,0.0,5.8
6037218500,59.76,95.81,95-100% (highest scores),2557,Los Angeles,9.7,76.7,13.5,54.3,10.2,27.2,0.0,3.7,0.0,4.5
6037531702,59.75,95.80,95-100% (highest scores),4725,Los Angeles,13.4,76.7,9.9,95.8,1.7,0.0,0.0,1.1,0.0,1.4
6037219800,59.74,95.79,95-100% (highest scores),2810,Los Angeles,12.5,77.3,10.2,73.8,3.5,19.1,0.2,2.8,0.0,0.6
6037224010,59.73,95.78,95-100% (highest scores),2672,Los Angeles,10.2,78.2,11.6,54.3,13.6,19.6,0.0,11.1,0.0,1.4
6037226420,59.68,95.76,95-100% (highest scores),5345,Los Angeles,16.0,77.1,7.0,90.0,0.7,5.6,0.0,3.5,0.2,0.0
6047001005,59.59,95.75,95-100% (highest scores),2367,Merced ,16.9,66.4,16.8,59.1,17.0,13.8,0.0,6.9,0.2,3.1
6013365002,59.57,95.74,95-100% (highest scores),5739,Contra Costa,17.7,75.5,6.8,74.2,4.7,10.5,0.0,9.1,0.2,1.3
6037433901,59.55,95.73,95-100% (highest scores),5946,Los Angeles,16.5,77.3,6.2,78.0,1.4,0.8,0.1,19.6,0.1,0.0
6077001600,59.54,95.71,95-100% (highest scores),2260,San Joaquin,17.6,74.2,8.2,60.5,25.3,3.8,0.0,9.0,0.0,1.4
6037533602,59.52,95.70,95-100% (highest scores),5588,Los Angeles,20.1,73.1,6.8,91.9,4.8,0.0,0.0,1.0,0.0,2.4
6037122420,59.49,95.69,95-100% (highest scores),4381,Los Angeles,8.0,85.4,6.5,72.1,19.3,1.5,0.0,7.0,0.0,0.1
6077003700,59.48,95.67,95-100% (highest scores),3099,San Joaquin,13.5,72.1,14.4,71.4,24.0,1.3,0.0,1.5,0.0,1.8
6037573201,59.46,95.66,95-100% (highest scores),4775,Los Angeles,14.7,77.5,7.9,63.7,3.8,11.1,0.0,20.1,0.0,1.3
6071007000,59.41,95.65,95-100% (highest scores),7373,San Bernardino,15.8,76.3,7.9,77.6,14.2,3.3,0.0,4.9,0.0,0.0
6037533103,59.41,95.64,95-100% (highest scores),3325,Los Angeles,16.3,77.2,6.5,96.3,2.3,0.4,0.0,1.1,0.0,0.0
6099001700,59.37,95.62,95-100% (highest scores),2807,Stanislaus ,20.6,72.9,6.5,77.2,14.6,1.5,0.2,5.8,0.0,0.6
6037573202,59.34,95.61,95-100% (highest scores),6220,Los Angeles,15.9,76.7,7.4,60.7,4.2,13.7,2.5,18.3,0.0,0.6
6059110500,59.32,95.60,95-100% (highest scores),9033,Orange ,17.4,71.4,11.1,53.7,16.1,5.7,0.5,20.9,2.6,0.4
6099002604,59.31,95.59,95-100% (highest scores),4542,Stanislaus ,17.8,74.0,8.2,66.9,22.1,3.4,0.0,3.7,2.4,1.7
6037533805,59.25,95.57,95-100% (highest scores),3505,Los Angeles,10.0,79.3,10.7,97.3,0.4,1.7,0.0,0.6,0.0,0.0
6037186403,59.24,95.56,95-100% (highest scores),2743,Los Angeles,9.8,70.5,19.7,63.5,11.8,1.0,0.0,23.0,0.0,0.8
6037242300,59.22,95.55,95-100% (highest scores),5103,Los Angeles,22.4,72.4,5.3,78.8,0.4,14.4,1.5,1.9,0.6,2.5
6037239802,59.21,95.54,95-100% (highest scores),5623,Los Angeles,17.7,76.8,5.5,67.8,1.2,28.5,0.0,1.4,0.0,1.1
6037408301,59.20,95.52,95-100% (highest scores),5561,Los Angeles,15.0,72.3,12.7,83.5,2.7,0.7,0.0,12.9,0.0,0.2
6037243000,59.13,95.51,95-100% (highest scores),7379,Los Angeles,21.8,71.9,6.3,80.7,0.3,14.9,3.5,0.6,0.0,0.0
6037232500,59.13,95.50,95-100% (highest scores),4700,Los Angeles,13.6,71.8,14.6,63.3,0.1,34.4,0.0,0.9,0.0,1.2
6071002204,59.12,95.49,95-100% (highest scores),6863,San Bernardino,14.7,80.4,4.8,77.4,8.0,7.4,0.0,6.5,0.0,0.7
6065040101,59.11,95.47,95-100% (highest scores),4439,Riverside ,18.1,74.7,7.1,75.2,16.4,7.7,0.0,0.1,0.0,0.6
6037240300,59.10,95.46,95-100% (highest scores),5803,Los Angeles,20.1,73.6,6.3,68.8,2.8,27.7,0.0,0.6,0.0,0.1
6065030104,59.01,95.45,95-100% (highest scores),7645,Riverside ,11.8,82.7,5.5,66.0,14.6,6.9,0.1,9.1,0.0,3.3
6071004001,58.95,95.44,95-100% (highest scores),4277,San Bernardino,10.3,78.2,11.5,79.9,10.4,5.3,0.2,1.0,0.0,3.3
6037206300,58.93,95.42,95-100% (highest scores),5702,Los Angeles,1.7,86.5,11.8,17.7,22.3,53.0,2.3,1.8,0.2,2.6
6037127210,58.89,95.41,95-100% (highest scores),5714,Los Angeles,19.0,71.7,9.3,63.9,19.4,6.9,0.0,8.9,0.0,0.9
6037535606,58.85,95.40,95-100% (highest scores),2165,Los Angeles,19.3,72.1,8.6,97.3,1.8,0.8,0.0,0.0,0.0,0.0
6037221401,58.85,95.38,95-100% (highest scores),3618,Los Angeles,14.9,61.8,23.3,40.6,8.1,37.7,0.0,10.3,0.0,3.3
6037203600,58.81,95.37,95-100% (highest scores),5238,Los Angeles,12.6,79.8,7.6,97.0,1.0,0.7,0.2,1.0,0.0,0.0
6039001000,58.81,95.36,95-100% (highest scores),5154,Madera ,13.8,68.0,18.2,51.1,41.5,1.0,0.2,1.3,0.2,4.8
