Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6081603100,6.62,1-5% (lowest scores),3275,San Mateo,13.3,68.8,0.8,0.2,11.8,5.2
6081603200,5.89,1-5% (lowest scores),3828,San Mateo,14.4,70.9,0.9,0.5,7.4,5.9
6081603300,4.59,1-5% (lowest scores),6404,San Mateo,15.5,70.5,1,0.3,7.5,5.2
6081603400,6.40,1-5% (lowest scores),5483,San Mateo,16.3,65.5,1.3,0.4,11.3,5.2
6081603700,13.52,21-25%,5430,San Mateo,19.9,35,2.1,0.1,38.4,4.5
6081603801,10.59,11-15%,2242,San Mateo,19.1,40.1,2.3,0.4,34.2,3.8
6081603802,12.45,16-20%,5056,San Mateo,17,53.4,1.8,0.1,23.5,4.3
6081603900,12.56,16-20%,5284,San Mateo,23.1,52.3,1.5,0.2,18.9,3.9
6081604000,14.81,21-25%,3160,San Mateo,20.3,56.3,1,0.2,18.1,4.1
6081604101,20.40,41-45%,7993,San Mateo,51.6,21.3,2,0.2,20.4,4.5
6081604102,19.03,36-40%,2321,San Mateo,17.4,30.8,4.6,0,42,5.3
6081604200,26.42,56-60%,4170,San Mateo,56.9,14.9,0.9,0.5,23.1,3.7
6081604400,24.65,51-55%,4448,San Mateo,20.9,32.7,1.4,0.1,41.5,3.4
6081604500,13.80,21-25%,3402,San Mateo,10.6,50.4,0.6,0,35.5,2.8
6081604600,10.80,11-15%,2599,San Mateo,7.2,43.2,0.3,0,46,3.4
6081604700,12.26,16-20%,2781,San Mateo,9.1,44,0.4,0,43.3,3.2
6081604800,14.07,21-25%,5059,San Mateo,13.1,37.8,0.8,0.1,44.5,3.8
6081604900,15.34,26-30%,3243,San Mateo,5,40.3,0.6,0.1,51,3.1
6081605000,15.12,26-30%,7603,San Mateo,8.3,52.7,0.7,0,35,3.1
6081605100,8.95,6-10%,3014,San Mateo,14.9,62.6,1.1,0.1,15.9,5.4
6081605200,10.32,11-15%,3626,San Mateo,8.6,72.8,0.4,0.1,14.4,3.8
6081605300,8.98,6-10%,4602,San Mateo,12.5,67,1.1,0.2,15.6,3.5
6081605400,15.32,26-30%,6147,San Mateo,21.3,58.2,1.5,0.1,15.1,3.9
6081605500,7.65,6-10%,4914,San Mateo,15.2,61.6,1.7,0.2,16.8,4.4
6081605600,10.36,11-15%,5556,San Mateo,3.9,65,0.2,0,27.2,3.6
6081605700,8.44,6-10%,5273,San Mateo,3,63.4,0.5,0,29.3,3.8
6081605800,6.69,1-5% (lowest scores),2640,San Mateo,7,78.1,0.7,0.1,10.6,3.5
6081605900,20.73,41-45%,5579,San Mateo,31.7,45.2,2.4,0.1,16.1,4.4
6081606000,22.14,46-50%,4959,San Mateo,44.2,35,2.1,0.2,15.8,2.8
6081606100,19.21,36-40%,4246,San Mateo,41.3,29.8,2.5,0.1,21.8,4.5
6081606200,27.25,56-60%,8107,San Mateo,62.3,11.7,6.4,0.2,16.7,2.5
6081606300,21.02,41-45%,4073,San Mateo,27.8,46.3,2.3,0.1,20,3.3
6081606400,12.32,16-20%,4820,San Mateo,10.4,62.8,1.8,0.1,20.8,4.1
6081606500,7.47,6-10%,3613,San Mateo,8.9,75.1,0.7,0.1,11.6,3.6
6081606600,12.90,16-20%,3703,San Mateo,21.2,55.8,1.2,0.1,17.7,4.1
6081606700,10.83,11-15%,2348,San Mateo,8.1,68.8,0.3,0,19.6,3.3
6081606800,7.33,1-5% (lowest scores),3234,San Mateo,7,58.1,0.7,0,29.8,4.4
6081606900,13.13,16-20%,2470,San Mateo,9.4,58.8,1.9,0.4,23.1,6.5
6081607000,9.33,6-10%,3241,San Mateo,10.6,60.2,1.1,0.1,24.1,3.9
6081607100,7.09,1-5% (lowest scores),2879,San Mateo,8.4,67.4,1.4,0.1,18.4,4.3
6081607200,9.40,6-10%,4197,San Mateo,25.3,45.1,2.3,0.1,23.3,3.7
6081607300,8.98,6-10%,3529,San Mateo,9.3,67.8,0.8,0.1,17.7,4.4
6081607400,19.28,36-40%,4451,San Mateo,19.7,52.9,1.9,0.1,21.3,4
6081607500,16.08,26-30%,3636,San Mateo,22.4,44.2,2.4,0,26.6,4.4
6081607600,22.88,46-50%,3342,San Mateo,25.8,51.1,1,0.1,18.1,4
6081607701,21.76,41-45%,3954,San Mateo,36,29.6,2,0.1,28,4.2
6081607702,20.52,41-45%,2859,San Mateo,37.1,30.6,1.9,0.2,25,5.2
6081607800,16.59,31-35%,3160,San Mateo,26.2,42.4,1.1,0.3,24.4,5.5
6081607900,12.40,16-20%,3182,San Mateo,10.7,54.1,1.8,0.2,28.7,4.5
6081608001,5.88,1-5% (lowest scores),3393,San Mateo,7,41.9,1.4,0,46.2,3.5
6081608002,8.90,6-10%,3517,San Mateo,5,50.5,1.8,0,39.5,3.1
6081608004,13.21,16-20%,6521,San Mateo,6,38.8,1.5,0.1,49.4,4.3
6081608013,10.50,11-15%,4049,San Mateo,6,41.5,2.7,0,44.7,5
6081608023,11.69,16-20%,2549,San Mateo,5.7,42.6,1.4,0.1,45.5,4.7
6081608100,10.84,11-15%,3523,San Mateo,7.3,39.8,1.9,0,45.9,5.1
6081608200,14.37,21-25%,3614,San Mateo,8.7,44.2,1.7,0.1,40.7,4.6
6081608300,6.66,1-5% (lowest scores),3401,San Mateo,6.8,39.3,1.8,0.1,48.2,3.9
6081608400,10.32,11-15%,5546,San Mateo,32.8,31.5,3.3,0.1,28.5,3.7
6081608501,12.65,16-20%,4829,San Mateo,26.5,52.9,1.6,0.2,14.3,4.4
6081608502,12.39,16-20%,2637,San Mateo,19,45.8,1.9,0.1,29.1,4.1
6081608600,16.34,26-30%,4359,San Mateo,17.5,45.5,2.8,0.1,28.5,5.5
6081608700,10.82,11-15%,6974,San Mateo,11.5,65.2,1.5,0.2,16.9,4.7
6081608800,8.04,6-10%,5696,San Mateo,7,68.8,0.9,0.1,17.6,5.7
6081608900,10.43,11-15%,6556,San Mateo,11.4,58.9,1.4,0.2,23.4,4.7
6081609000,15.07,26-30%,2562,San Mateo,11.1,67.7,1.4,0.1,15.1,4.5
6081609100,19.48,36-40%,1525,San Mateo,24,61.4,0.8,0.1,9.2,4.5
6081609201,11.95,16-20%,3574,San Mateo,11.8,73.5,0.4,0.2,9.5,4.5
6081609202,9.89,11-15%,3616,San Mateo,13.3,65.8,1.5,0.2,14.8,4.4
6081609300,7.26,1-5% (lowest scores),3315,San Mateo,8.9,79,0.7,0,7.8,3.6
6081609400,4.82,1-5% (lowest scores),3278,San Mateo,7,80.7,0.6,0,7,4.6
6081609500,8.39,6-10%,4829,San Mateo,11,69.7,0.4,0.1,14.3,4.6
6081609601,8.18,6-10%,2944,San Mateo,7.1,72.8,1,0.2,14.8,4.2
6081609602,3.43,1-5% (lowest scores),1667,San Mateo,8,73.4,0.7,0.1,12.3,5.4
6081609603,9.64,11-15%,5318,San Mateo,7.3,78.1,1,0.1,10.3,3.2
6081609700,7.93,6-10%,4386,San Mateo,7.6,80.5,0.6,0.1,7.6,3.5
6081609800,6.09,1-5% (lowest scores),4492,San Mateo,17.3,69.4,0.7,0.2,8.2,4.2
6081609900,10.56,11-15%,2944,San Mateo,13.4,78.1,0.3,0,5.4,2.6
6081610000,13.27,21-25%,4531,San Mateo,24,63,1.8,0.1,7.9,3.2
6081610100,18.30,36-40%,2484,San Mateo,47.8,39.8,1.8,0.2,7.9,2.6
6081610201,35.07,71-75%,5764,San Mateo,74.4,12.1,2.5,0.4,8.3,2.2
6081610202,25.73,51-55%,2429,San Mateo,40.5,30.8,10.6,0.5,12.9,4.8
6081610203,25.46,51-55%,3436,San Mateo,84.2,9.1,1.9,0.1,3.3,1.4
6081610302,28.05,56-60%,2108,San Mateo,40.3,43.5,2.7,0.5,9.6,3.3
6081610303,7.08,1-5% (lowest scores),7336,San Mateo,6.3,46.8,1.2,0.1,39.9,5.7
6081610304,13.35,21-25%,4023,San Mateo,10.2,54.7,2.6,0.1,28.4,4
6081610400,34.51,71-75%,5623,San Mateo,69.7,20.6,1.8,0.2,5.6,2.2
6081610500,31.16,66-70%,4963,San Mateo,80.9,12.5,1.1,0.2,4.3,1
6081610601,25.31,51-55%,6257,San Mateo,82.4,10.4,1.2,0.2,4.4,1.5
6081610602,14.09,21-25%,3386,San Mateo,44.1,44.7,1,0.2,7.1,2.9
6081610700,19.55,36-40%,5207,San Mateo,43.4,40.4,5,0.3,7.4,3.6
6081610800,21.31,41-45%,4721,San Mateo,67.3,21.5,2.3,0.1,6,2.8
6081610900,17.53,31-35%,6932,San Mateo,56.4,32.5,1.9,0.3,5.8,3
6081611000,16.24,26-30%,5707,San Mateo,33.5,52.8,1.5,0.2,8.2,3.8
6081611100,11.01,11-15%,5913,San Mateo,12.5,74.2,1,0.1,8.1,4
6081611200,10.95,11-15%,3005,San Mateo,21.5,68.1,1,0.2,6.6,2.5
6081611300,9.21,6-10%,4757,San Mateo,17.7,69.6,1.1,0.1,8.4,3.1
6081611400,12.58,16-20%,4237,San Mateo,4.4,77.7,1.5,0,13.6,2.7
6081611500,10.95,11-15%,2677,San Mateo,3,78.9,0.3,0.1,14.1,3.5
6081611600,11.59,16-20%,2262,San Mateo,10.8,69.8,3.1,0.1,11.1,5.2
6081611700,23.37,46-50%,5970,San Mateo,68.6,3.6,17.9,0,8.2,1.7
6081611800,32.66,66-70%,4433,San Mateo,63.1,1.8,20.8,0.1,12.1,2.3
6081611900,31.75,66-70%,10325,San Mateo,56.9,6.8,19.8,0.1,13.2,3.1
6081612000,40.65,81-85%,7327,San Mateo,72.8,3.2,13,0.1,9.1,1.9
6081612100,34.58,71-75%,7041,San Mateo,60.4,20.3,8,0.1,9.1,2.1
6081612500,15.90,26-30%,4153,San Mateo,7.3,74.5,1.7,0.1,12.1,4.2
6081612600,10.81,11-15%,4156,San Mateo,6.7,76.3,0.6,0.1,12.5,3.8
6081612700,7.09,1-5% (lowest scores),2202,San Mateo,4.2,85,0.1,0,7.7,2.9
6081612800,9.28,6-10%,3296,San Mateo,3.7,84.9,0.2,0.2,6.9,4
6081612900,8.98,6-10%,4356,San Mateo,4.8,77.1,0.6,0,13.1,4.2
6081613000,13.03,16-20%,3386,San Mateo,5.1,73.1,0.6,0.1,16.8,4.4
6081613200,11.18,11-15%,6494,San Mateo,4.6,86.7,0.3,0.1,5.9,2.4
6081613300,14.24,21-25%,2723,San Mateo,4.6,84,0.5,0.1,7.9,2.8
6081613400,7.28,1-5% (lowest scores),3093,San Mateo,5.1,88.6,0.4,0,3.8,2.2
6081613501,24.69,51-55%,4141,San Mateo,40.6,52.5,0.3,0.1,4.3,2.1
6081613502,8.47,6-10%,5975,San Mateo,14.8,77.1,0.7,0.3,3.5,3.6
6081613600,13.41,21-25%,6018,San Mateo,20.5,70.9,0.6,0.2,4.5,3.4
6081613700,22.79,46-50%,8755,San Mateo,33.5,59.8,0.6,0.2,4.1,1.8
6081613800,18.03,31-35%,4005,San Mateo,25.7,67.9,0.5,0.2,2.7,2.9
6081613900,14.49,21-25%,6064,San Mateo,9.4,70.8,3.4,0.3,11.6,4.5
6081614000,8.89,6-10%,5458,San Mateo,16.3,31.1,3.1,0.3,43.9,5.4
6081984300,NA,NA,0,San Mateo,0,0,0,0,0,0
6083000101,17.23,31-35%,6495,Santa Barbara,34.2,55.8,2.9,0.4,4.6,2.1
6083000102,16.57,31-35%,5245,Santa Barbara,24.8,63.4,1.7,0.5,6.8,2.9
6083000103,9.00,6-10%,3196,Santa Barbara,9.1,84.3,0.2,0.1,4.1,2.2
6083000200,13.09,16-20%,4299,Santa Barbara,22.1,69.8,1.2,0.2,4,2.6
6083000301,10.20,11-15%,2810,Santa Barbara,33.2,57.6,1.8,0.1,3.9,3.5
6083000302,8.83,6-10%,4138,Santa Barbara,37.5,54.6,1.4,0.4,4,2.1
6083000400,5.14,1-5% (lowest scores),4659,Santa Barbara,16.6,76.9,0.8,0.2,3.3,2.2
6083000501,6.54,1-5% (lowest scores),3263,Santa Barbara,8.3,87.1,0.4,0.2,2,1.9
6083000502,6.44,1-5% (lowest scores),5874,Santa Barbara,13.6,80.6,0.5,0.1,3,2.3
6083000600,9.66,11-15%,4629,Santa Barbara,20.3,72.8,0.9,0.3,3.2,2.5
6083000700,8.60,6-10%,6408,Santa Barbara,22.8,70.3,0.9,0.5,3.3,2.3
6083000801,16.66,31-35%,4059,Santa Barbara,75.4,19.4,1.7,0.5,2,1
6083000804,26.00,51-55%,7189,Santa Barbara,71.3,23.1,2.1,0.7,1.5,1.3
6083000900,22.12,46-50%,3266,Santa Barbara,45.1,47.7,2.4,0.6,2.3,1.8
6083001000,12.22,16-20%,6270,Santa Barbara,46.3,45.7,2,0.5,3.2,2.3
6083001101,17.29,31-35%,4738,Santa Barbara,59.7,35.1,0.9,0.5,1.8,1.9
6083001102,15.13,26-30%,4740,Santa Barbara,75.1,20.3,1.2,0.3,1.8,1.1
6083001203,6.61,1-5% (lowest scores),2757,Santa Barbara,14.1,76.1,1.2,0.2,5.9,2.4
6083001206,21.66,41-45%,4480,Santa Barbara,56.1,36.5,0.8,0.3,4.3,2
6083001208,7.30,1-5% (lowest scores),4096,Santa Barbara,16.5,73.3,1.1,0.4,5.7,3
6083001304,8.89,6-10%,7522,Santa Barbara,25.6,66.8,0.9,0.2,4.1,2.4
6083001306,11.11,11-15%,3230,Santa Barbara,13.3,79.6,1,0.2,3.9,2
6083001402,10.23,11-15%,3392,Santa Barbara,7.3,88.2,0.5,0.5,1.7,1.7
6083001500,6.20,1-5% (lowest scores),3091,Santa Barbara,5.5,90.9,0.4,0.1,1.7,1.4
6083001601,14.23,21-25%,5270,Santa Barbara,45.9,48.1,0.6,0.3,3.4,1.7
6083001604,18.91,36-40%,5190,Santa Barbara,47.5,48.3,0.6,0.3,1.8,1.5
6083001704,24.19,51-55%,2565,Santa Barbara,56.7,39.7,0.5,0.2,2,0.9
6083001706,11.48,16-20%,4693,Santa Barbara,21.8,73.6,0.5,0.2,2.1,1.7
6083001800,21.14,41-45%,1245,Santa Barbara,44.6,52.6,0.6,0.4,0.6,1.1
6083001901,15.06,26-30%,7805,Santa Barbara,33.3,61,0.6,0.6,2.4,2.1
6083001903,14.36,21-25%,5764,Santa Barbara,27.7,68.4,0.6,0.6,1.2,1.6
6083001905,11.07,11-15%,3231,Santa Barbara,16.3,78.6,0.8,0.2,2.8,1.3
6083001906,12.81,16-20%,5870,Santa Barbara,16.8,77.3,0.3,2.7,1.1,1.9
6083002005,11.64,16-20%,4967,Santa Barbara,21.8,70.4,1.7,0.7,3,2.4
6083002006,19.25,36-40%,2240,Santa Barbara,24.7,68.9,0.4,0.8,3,2.1
6083002007,11.54,16-20%,9554,Santa Barbara,31.5,55.3,2.2,0.5,7.7,2.9
6083002008,10.10,11-15%,6451,Santa Barbara,29.5,62,1.3,0.4,4.1,2.6
6083002009,5.64,1-5% (lowest scores),3826,Santa Barbara,25.7,65.4,1.5,0.8,3.5,3.2
6083002010,6.36,1-5% (lowest scores),4375,Santa Barbara,20,71.9,1,0.6,4,2.5
6083002011,21.68,41-45%,5317,Santa Barbara,53.6,38.1,1.6,0.6,4.5,1.8
6083002012,5.54,1-5% (lowest scores),3036,Santa Barbara,20,71.5,1.4,0.5,3.7,2.8
6083002013,10.80,11-15%,2737,Santa Barbara,21.1,71,0.9,0.3,4.1,2.5
6083002101,29.37,61-65%,3873,Santa Barbara,62.4,31.2,1.8,0.6,1.6,2.4
6083002102,19.33,36-40%,2084,Santa Barbara,52.2,40.9,0.8,0.5,2.9,2.6
6083002103,28.88,61-65%,3930,Santa Barbara,57.5,31.3,1.9,0.5,7.1,1.7
6083002205,22.63,46-50%,4997,Santa Barbara,70.3,21.5,1.4,0.2,4.6,2
6083002206,27.28,56-60%,4782,Santa Barbara,65.7,28.1,1.7,0.3,2.5,1.6
6083002209,25.17,51-55%,3321,Santa Barbara,73.7,20,0.8,0.4,3.6,1.5
6083002210,23.46,46-50%,6035,Santa Barbara,63.2,27.2,0.9,0.5,6.5,1.8
6083002211,28.98,61-65%,5366,Santa Barbara,43.7,47.3,1,0.5,5.8,1.6
6083002303,23.86,51-55%,6765,Santa Barbara,88.4,5.6,0.4,0.1,4.8,0.7
6083002304,33.97,71-75%,6687,Santa Barbara,89.9,5.6,0.8,0.3,2.9,0.6
6083002305,20.45,41-45%,7556,Santa Barbara,87.9,6.2,0.9,0.3,3.6,1
6083002306,25.58,51-55%,8810,Santa Barbara,65,24.5,1.7,0.4,7,1.6
6083002402,37.34,76-80%,11406,Santa Barbara,74,17.4,1.4,0.2,5.5,1.6
6083002403,31.64,66-70%,6811,Santa Barbara,91.7,5.1,0.6,0.4,1.3,0.9
6083002404,31.29,66-70%,7800,Santa Barbara,89.5,6,0.6,0.2,2.9,0.7
6083002502,34.16,71-75%,7345,Santa Barbara,85.1,9.9,0.7,0.3,2.6,1.4
6083002604,22.29,46-50%,3582,Santa Barbara,49.6,23.7,16,1.6,6,3.1
6083002606,13.76,21-25%,3344,Santa Barbara,18.6,60,8.5,0.2,6.5,6.2
6083002702,20.46,41-45%,7395,Santa Barbara,72.8,17.8,4.5,0.4,2.2,2.3
6083002703,18.98,36-40%,4165,Santa Barbara,51.5,38.8,3.8,1.1,2.5,2.3
6083002705,21.61,41-45%,4210,Santa Barbara,48.9,36.8,5.4,0.9,4.6,3.3
6083002706,25.42,51-55%,6054,Santa Barbara,67,24.5,3.3,0.5,2.2,2.4
6083002707,11.76,16-20%,2287,Santa Barbara,38.1,49.5,4.3,0.9,2.7,4.6
6083002708,9.50,6-10%,2568,Santa Barbara,32.9,58.2,2.4,0.7,3.5,2.3
6083002802,13.40,21-25%,7024,Santa Barbara,37.1,47.9,4.8,0.8,5.9,3.5
6083002806,13.16,16-20%,2266,Santa Barbara,36.9,50.7,4.3,0.5,4.1,3.5
6083002808,15.43,26-30%,6506,Santa Barbara,18.8,67.4,4,0.6,5.5,3.7
6083002809,16.67,31-35%,5035,Santa Barbara,29.5,59.9,2.2,0.7,4.6,3.1
6083002906,8.99,6-10%,4016,Santa Barbara,21.1,68.6,1.1,0.3,6.4,2.5
6083002907,5.33,1-5% (lowest scores),4190,Santa Barbara,12.5,78.2,0.5,0.3,5.9,2.5
6083002909,7.60,6-10%,5963,Santa Barbara,37.3,50.3,1,0.5,7.7,3.2
6083002913,10.40,11-15%,3596,Santa Barbara,14.1,77.3,0.7,0.2,5.5,2.2
6083002914,11.35,16-20%,3248,Santa Barbara,15.9,71.7,0.6,0.1,9.7,2
6083002915,4.86,1-5% (lowest scores),580,Santa Barbara,16.4,52.6,3.4,0.2,21.4,6
6083002922,12.19,16-20%,8839,Santa Barbara,22.4,50.8,3.1,0.2,18.7,4.8
6083002924,7.52,6-10%,5833,Santa Barbara,19.9,61,1.5,0.2,12.9,4.4
6083002926,4.05,1-5% (lowest scores),5328,Santa Barbara,27.4,55.3,1.7,0.2,11.2,4.1
6083002928,5.55,1-5% (lowest scores),4089,Santa Barbara,21.9,61.7,1.8,0.1,10.1,4.5
6083002930,9.03,6-10%,7328,Santa Barbara,33,48.9,1.9,0.3,12.6,3.5
6083002932,15.49,26-30%,2499,Santa Barbara,27.2,64.7,0.5,0.2,4.8,2.6
6083003001,22.47,46-50%,5547,Santa Barbara,58.2,29.4,1.6,0.5,8.5,1.7
6083003004,15.61,26-30%,4874,Santa Barbara,34,56.2,1,0.3,5.8,2.6
6083003005,11.04,11-15%,4999,Santa Barbara,41.8,48.4,1.3,0.3,5.7,2.5
6083003007,12.36,16-20%,3653,Santa Barbara,8.5,86.7,0.6,0.1,2.2,2
6083003102,20.15,41-45%,3306,Santa Barbara,31,57.5,3.2,0.7,4,3.6
6083980000,NA,NA,10,Santa Barbara,0,90,0,0,10,0
6083980100,NA,NA,11,Santa Barbara,18.2,54.5,0,0,0,27.3
6085500100,45.75,86-90%,6339,Santa Clara,57.9,16.9,2.1,0.4,20.5,2.2
6085500200,27.25,56-60%,5822,Santa Clara,39.4,34.5,6.5,0.3,15.8,3.5
6085500300,28.88,61-65%,3140,Santa Clara,38.7,41.7,3.3,0.6,11.9,3.8
6085500400,24.97,51-55%,2369,Santa Clara,37.4,46.4,4.3,0.2,8.7,3.1
6085500500,25.02,51-55%,5275,Santa Clara,25.3,56.7,2.2,0.5,11.9,3.5
6085500600,19.47,36-40%,4586,Santa Clara,27.2,50,5.8,0.3,13.3,3.3
6085500800,34.50,71-75%,2600,Santa Clara,41.6,30.1,5.3,0.2,19.3,3.3
6085500901,31.10,66-70%,3723,Santa Clara,19.7,36.8,6.5,0.3,33.5,3.3
6085500902,29.73,61-65%,4523,Santa Clara,23.3,32.5,9.8,0.4,30,3.9
6085501000,39.85,81-85%,4769,Santa Clara,52.5,22.7,3.4,0.4,18.3,2.7
