Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6001443105,10.46,11-15%,4456,Alameda ,2.8,17,0.4,0,76.8,3
6001443200,6.77,1-5% (lowest scores),3704,Alameda ,3.1,23,0.8,0,68.6,4.6
6001443301,14.63,21-25%,4074,Alameda ,6.8,29.7,1.4,0,58.7,3.4
6001443321,18.09,36-40%,3142,Alameda ,7.6,15.2,2.9,0.2,71.1,2.9
6001443322,13.96,21-25%,2985,Alameda ,8.1,27.6,1.5,0.4,58.3,4.1
6001444100,23.20,46-50%,7280,Alameda ,28.8,39.9,3.2,0.1,22.9,5.2
6001444200,14.11,21-25%,6499,Alameda ,35.7,29.2,3.8,0.3,26.3,4.6
6001444301,15.88,26-30%,3855,Alameda ,33.8,30.3,4.6,0.1,25.9,5.3
6001444302,24.28,51-55%,4354,Alameda ,48.3,19.1,4.6,0.6,22.9,4.5
6001444400,15.50,26-30%,5114,Alameda ,53,20.3,3.8,0.2,20,2.7
6001444500,22.98,46-50%,6696,Alameda ,39.9,19.1,5.5,0.2,31.3,4
6001444601,27.74,56-60%,4761,Alameda ,26.3,35.1,4.1,0.4,30.3,3.8
6001444602,18.98,36-40%,4014,Alameda ,13.3,23.2,7.3,0.1,51.5,4.5
6001450101,19.10,36-40%,4349,Alameda ,10.1,38.5,6.4,0.2,38.9,5.9
6001450102,16.45,26-30%,9434,Alameda ,21.5,25.9,28.6,0.9,20.6,2.6
6001450200,13.56,21-25%,4067,Alameda ,15,55.4,4.6,0,20,4.8
6001450300,17.30,31-35%,4551,Alameda ,15,58.6,3.5,0.3,17.4,5.2
6001450400,19.59,36-40%,5968,Alameda ,21.1,55,2.2,0.4,16.5,4.8
6001450501,15.21,26-30%,3129,Alameda ,11.9,64.9,3,0.3,14.7,5.1
6001450502,13.52,21-25%,4185,Alameda ,10,60.3,3.2,0.2,21.2,5.2
6001450601,10.66,11-15%,3379,Alameda ,6.9,64.9,1.7,0.2,22.6,3.6
6001450602,15.43,26-30%,8722,Alameda ,9,60.1,1.7,0.2,24.8,4.2
6001450603,16.78,31-35%,4657,Alameda ,11.1,64.1,1.2,0.3,19,4.3
6001450604,7.79,6-10%,4796,Alameda ,10.6,72.9,0.9,0.3,11.9,3.3
6001450605,10.68,11-15%,3685,Alameda ,7.2,76.5,1.1,0,12.5,2.7
6001450606,11.14,11-15%,5733,Alameda ,6.3,66.5,1.1,0.2,22.2,3.7
6001450607,16.80,31-35%,5251,Alameda ,19.6,55.2,1.9,0.2,19.3,3.8
6001450701,7.60,6-10%,8075,Alameda ,6.6,67.9,1.2,0.1,20.3,3.9
6001450741,16.87,31-35%,4768,Alameda ,18,63.8,1.9,0.4,12.4,3.5
6001450742,16.67,31-35%,4576,Alameda ,10.4,65.5,1.3,0.2,19,3.7
6001450743,20.51,41-45%,4734,Alameda ,15.3,31.1,3.3,0.3,45.9,4.1
6001450744,9.66,11-15%,4831,Alameda ,9,60.8,1.8,0.2,23.7,4.6
6001450745,13.22,21-25%,5956,Alameda ,7.1,44.4,1.6,0,42.9,3.9
6001450746,17.04,31-35%,3152,Alameda ,9,73.3,1.1,0.4,12.8,3.4
6001450750,14.71,21-25%,3618,Alameda ,11.5,40.8,7.8,0.2,33.1,6.6
6001450751,13.35,21-25%,2115,Alameda ,6.8,31.8,3.6,0,53.9,4
6001450752,14.08,21-25%,5262,Alameda ,7.2,33.5,3.6,0.2,50.3,5.2
6001451101,17.27,31-35%,7081,Alameda ,15.5,63.6,2.7,0.3,13.9,4.1
6001451102,10.26,11-15%,4011,Alameda ,9.1,77.2,0.9,0.3,9.1,3.4
6001451201,7.11,1-5% (lowest scores),6595,Alameda ,18,64.4,2.6,0.5,10.4,4.1
6001451202,15.77,26-30%,3634,Alameda ,20.6,65.5,1.2,0.4,8.9,3.4
6001451300,16.69,31-35%,6560,Alameda ,21,67.1,1.8,0.3,6.2,3.7
6001451401,22.61,46-50%,5850,Alameda ,22.2,62,2.5,0.2,9.9,3.3
6001451403,17.29,31-35%,2220,Alameda ,26.2,59.5,1.6,0.3,7.8,4.6
6001451404,24.91,51-55%,6610,Alameda ,51.5,36.8,1.6,0.4,6.9,2.7
6001451501,22.31,46-50%,4668,Alameda ,16.8,67.5,2.3,0.1,9.8,3.5
6001451503,23.55,46-50%,5660,Alameda ,21.7,65,1.9,0.4,7.3,3.6
6001451504,21.91,46-50%,1509,Alameda ,17,67.3,2.4,0.1,8.7,4.4
6001451505,13.89,21-25%,3337,Alameda ,10.4,79.5,0.5,0.3,5.7,3.5
6001451506,23.50,46-50%,3138,Alameda ,33.8,51.1,4,0.4,6.5,4.1
6001451601,10.14,11-15%,4617,Alameda ,13.8,75.1,1.4,0.2,6.1,3.5
6001451602,20.38,41-45%,6224,Alameda ,15.6,73.9,1.6,0.2,5.8,2.9
6001451701,19.29,36-40%,3102,Alameda ,19.5,67.8,1.3,0.4,6.5,4.4
6001451703,15.94,26-30%,3859,Alameda ,14.1,69.4,1.7,0.2,10.9,3.7
6001451704,13.77,21-25%,4449,Alameda ,17.4,70.6,1.6,0.3,6.5,3.6
6001981900,NA,NA,38,Alameda ,10.5,63.2,10.5,0,10.5,5.3
6001982000,NA,NA,71,Alameda ,15.5,64.8,4.2,1.4,12.7,1.4
6001983200,17.08,31-35%,540,Alameda ,10.7,53.5,13.9,0.6,17.6,3.7
6003010000,11.36,16-20%,1175,Alpine ,7.1,72.5,0,17.9,0.6,1.9
6005000101,10.93,11-15%,3907,Amador ,4.9,90.2,0.3,1.5,0.8,2.2
6005000102,13.70,21-25%,1867,Amador ,8,87,0,1.7,1.1,2.3
6005000200,24.32,51-55%,4672,Amador ,8.3,86.3,0.4,0.9,0.6,3.4
6005000301,19.45,36-40%,5871,Amador ,29.1,51.6,13.8,1.4,1.5,2.5
6005000303,21.76,41-45%,5073,Amador ,12.4,80,0.3,1.8,1.9,3.7
6005000304,23.34,46-50%,3946,Amador ,13.4,80.9,0.2,1.6,0.9,3
6005000401,21.66,41-45%,5020,Amador ,9.4,84.1,0.4,1.7,1.7,2.6
6005000402,15.93,26-30%,4740,Amador ,8.6,86.1,0.9,1.1,0.9,2.4
6005000500,19.52,36-40%,2995,Amador ,9.4,85.5,0.4,1.3,0.8,2.6
6007000102,16.60,31-35%,3900,Butte ,12.2,79.3,1.3,0.9,3,3.3
6007000103,9.06,6-10%,3902,Butte ,16.5,74.2,1.1,0.8,3.6,3.8
6007000104,16.20,26-30%,5636,Butte ,16.9,70.9,1.8,0.8,5.8,3.8
6007000201,16.38,26-30%,4052,Butte ,13.4,77.9,1.4,1.4,3.4,2.5
6007000202,16.33,26-30%,3723,Butte ,14.8,74.4,2.8,1.6,2.2,4.2
6007000300,26.41,56-60%,4410,Butte ,18.5,70.2,2.3,1.4,3.9,3.7
6007000401,10.75,11-15%,1771,Butte ,19.9,71,1.7,1.4,3.1,3
6007000402,14.13,21-25%,7030,Butte ,11.6,81.3,1,0.7,2.8,2.6
6007000501,15.10,26-30%,4333,Butte ,15.3,75.8,1.8,0.5,3.2,3.4
6007000502,19.23,36-40%,4204,Butte ,17.7,64,3.6,0.6,10,4.2
6007000601,8.60,6-10%,3304,Butte ,12.2,79.6,0.9,0.8,3.1,3.3
6007000603,19.37,36-40%,3130,Butte ,12.2,78.8,1.7,0.4,2.1,4.9
6007000604,18.38,36-40%,4217,Butte ,18.9,62.4,4.5,0.5,9.4,4.4
6007000700,17.34,31-35%,4694,Butte ,10.4,80.4,1.5,0.6,3.2,4
6007000800,12.55,16-20%,5295,Butte ,9.5,83.3,1.2,0.7,2.3,2.9
6007000901,9.48,6-10%,2142,Butte ,11.8,80.4,0.5,0.8,3.9,2.6
6007000903,21.70,41-45%,6117,Butte ,20,64.8,2.4,1.3,7.3,4.2
6007000904,13.72,21-25%,6071,Butte ,11.2,80.3,1.4,0.8,3.9,2.4
6007001000,22.77,46-50%,4801,Butte ,15.7,77.1,1.2,0.8,1.6,3.6
6007001100,23.09,46-50%,4572,Butte ,15.3,74,2.6,0.6,3.8,3.7
6007001200,24.56,51-55%,3556,Butte ,14.6,76.6,1.1,1,2.9,3.9
6007001300,36.16,71-75%,4169,Butte ,30.8,51.5,2.2,2.8,9.1,3.7
6007001400,17.82,31-35%,5797,Butte ,12.7,81.9,0.6,0.7,2.2,1.8
6007001500,16.12,26-30%,5297,Butte ,12.2,83.4,0.3,0.9,0.8,2.4
6007001600,18.28,36-40%,5266,Butte ,6.6,86.8,0.5,0.9,2.1,3.1
6007001702,17.04,31-35%,5739,Butte ,6.7,87.8,0.4,1,0.8,3.3
6007001703,8.51,6-10%,2852,Butte ,6.8,87.3,0.3,0.9,1,3.5
6007001704,20.23,41-45%,3060,Butte ,7.1,86.8,0.2,1.2,0.8,4
6007001800,19.85,41-45%,5640,Butte ,6.6,88.3,0.4,0.9,1.3,2.5
6007001900,15.22,26-30%,3373,Butte ,6,89.6,0.3,1,1.2,1.9
6007002000,13.07,16-20%,5184,Butte ,6.8,86.9,0.4,1,1.3,3.5
6007002100,16.68,31-35%,4599,Butte ,8.5,85.4,0.6,1.1,1.5,2.8
6007002200,22.96,46-50%,5156,Butte ,7.3,87.9,0.4,0.6,1.3,2.6
6007002300,22.64,46-50%,5331,Butte ,6.5,88.1,0.3,1.2,1.4,2.6
6007002400,23.71,46-50%,5157,Butte ,7.2,83.9,0.6,2.9,1.2,4.2
6007002500,28.88,61-65%,4930,Butte ,14.2,63,3.3,2.5,12.9,4.1
6007002601,11.25,11-15%,2324,Butte ,8,82.9,0.7,2.2,2.6,3.4
6007002602,13.72,21-25%,3455,Butte ,7.5,85,0.7,1.5,2.3,3
6007002700,16.35,26-30%,5478,Butte ,9.1,79.6,1.1,3,3.1,4.1
6007002800,27.45,56-60%,4275,Butte ,13.4,70.7,2.6,3.1,4.3,5.9
6007002900,15.10,26-30%,3060,Butte ,11.4,57.1,0.8,2.7,24.5,3.5
6007003001,22.40,46-50%,3140,Butte ,15.7,46.8,11.2,3.7,17,5.6
6007003002,26.13,56-60%,3531,Butte ,12.8,59.9,3.4,4,13.5,6.3
6007003100,13.46,21-25%,4396,Butte ,9.8,75.4,1.9,4.8,4.4,3.7
6007003200,20.02,41-45%,4234,Butte ,26.1,60.5,0.6,3.9,4,4.8
6007003300,36.94,76-80%,4852,Butte ,16.2,71,1.2,4.4,2.8,4.4
6007003400,36.84,76-80%,2956,Butte ,36.9,56.2,0.2,1.2,3,2.5
6007003501,23.56,46-50%,3222,Butte ,29.1,62.9,0.7,0.7,3.6,2.9
6007003502,24.80,51-55%,4758,Butte ,50.9,42.7,0.3,0.9,3.2,1.9
6007003600,30.09,61-65%,3404,Butte ,24.9,68.8,0.7,1.6,1.5,2.5
6007003700,38.31,76-80%,4505,Butte ,11.1,67.9,0.9,4,12.4,3.7
6009000120,17.93,31-35%,4434,Calaveras ,12,82.5,0.8,0.6,1.3,2.8
6009000121,15.52,26-30%,4463,Calaveras ,12,82.9,0.3,1.1,1.4,2.4
6009000122,12.63,16-20%,4046,Calaveras ,9.9,85.2,1,1,0.7,2.2
6009000210,20.28,41-45%,9515,Calaveras ,13.3,79.5,1.1,0.9,1.8,3.5
6009000220,12.93,16-20%,5515,Calaveras ,12.2,80.5,0.9,1.5,1.8,3.1
6009000300,18.09,36-40%,6969,Calaveras ,9,83.9,1.1,1.3,1.2,3.6
6009000400,13.80,21-25%,4032,Calaveras ,6.7,86.2,0.2,3.2,0.8,2.9
6009000501,10.68,11-15%,3332,Calaveras ,6.2,90.1,0.3,0.3,0.9,2.1
6009000503,8.24,6-10%,2330,Calaveras ,5.8,90.3,0.4,0.6,1,1.8
6009000504,7.09,1-5% (lowest scores),942,Calaveras ,6.3,88.7,0.1,0.2,1.7,3
6011000100,30.32,61-65%,5183,Colusa ,60.2,35.8,0.3,1,0.9,1.8
6011000200,27.80,56-60%,5121,Colusa ,46.9,46.7,0.8,1.9,2,1.8
6011000300,22.79,46-50%,6055,Colusa ,68.7,26.6,0.9,1,2,0.9
6011000400,29.22,61-65%,2495,Colusa ,35.5,58.3,1.9,2.1,0.9,1.2
6011000500,25.52,51-55%,2565,Colusa ,48.4,47.2,0.3,1.4,1.4,1.4
6013301000,31.21,66-70%,3659,Contra Costa,16.3,70.8,4.7,0.5,4.4,3.4
6013302005,38.27,76-80%,6592,Contra Costa,39.1,46.2,6.8,0.8,3.5,3.7
6013302006,26.82,56-60%,3779,Contra Costa,31.8,51.8,7,0.6,4.7,4
6013302007,30.30,61-65%,6347,Contra Costa,40.2,42.4,6.8,0.4,6.6,3.6
6013302008,26.10,56-60%,7718,Contra Costa,38.8,39.7,9.3,0.6,7.5,4.2
6013302009,13.11,16-20%,5641,Contra Costa,25.8,25.7,24.3,0.4,17.4,6.4
6013302010,14.69,21-25%,10039,Contra Costa,28.3,56.4,4.7,0.3,6.2,3.9
6013303102,22.93,46-50%,7624,Contra Costa,34.2,41.1,7.5,0.3,11.7,5.2
6013303103,30.07,61-65%,10812,Contra Costa,41.4,43.9,5.8,0.5,4.8,3.7
6013303201,18.83,36-40%,9989,Contra Costa,23.8,41.4,14.4,0.3,14.6,5.5
6013303202,12.01,16-20%,7080,Contra Costa,24.1,59,5.8,0.4,5.8,4.8
6013303203,20.13,41-45%,8491,Contra Costa,21.2,55.6,8.3,0.4,10,4.6
6013303204,25.90,51-55%,4182,Contra Costa,27.7,60,3.3,0.5,4.1,4.2
6013303205,24.32,51-55%,8309,Contra Costa,18.6,70.4,3.3,0.2,4.5,3
6013304001,14.82,21-25%,3718,Contra Costa,17.1,55.3,6.8,0.1,15.4,5.2
6013304002,29.91,61-65%,1426,Contra Costa,38.9,52.7,4.6,0.4,1.1,2.5
6013304003,16.76,31-35%,3433,Contra Costa,12.1,80.3,1.8,0.5,2.5,2.8
6013304004,13.51,21-25%,3738,Contra Costa,11.2,80.6,2,0.6,2.5,2.9
6013304005,9.64,11-15%,6738,Contra Costa,21.6,62.3,5.9,0.4,5.6,4.1
6013305000,34.88,71-75%,6620,Contra Costa,45.6,33.7,12.9,0.6,2.8,4.4
6013306002,30.51,61-65%,2985,Contra Costa,33,49.8,9.1,0.3,3.8,4
6013306003,25.64,51-55%,4881,Contra Costa,36.9,45.7,9,0.6,3.7,4.1
6013306004,38.06,76-80%,3324,Contra Costa,30.4,46.4,14.4,0.6,4,4.2
6013307101,15.24,26-30%,4166,Contra Costa,28.2,52.6,9.8,0.5,5.9,3.1
6013307102,37.97,76-80%,5038,Contra Costa,49.4,34.7,8.6,1,3,3.3
6013307201,37.06,76-80%,3467,Contra Costa,46,31.4,13.6,0.3,5.5,3.2
6013307202,35.81,71-75%,3933,Contra Costa,46.2,14.1,29.6,0.3,5.9,4
6013307204,24.01,51-55%,4300,Contra Costa,40,40.2,9,0.6,6.5,3.6
6013307205,29.11,61-65%,6595,Contra Costa,31.1,38.8,17.2,0.5,7.4,5
6013308001,30.91,61-65%,7229,Contra Costa,30.1,49.1,11.3,0.4,5.5,3.6
6013308002,16.32,26-30%,4194,Contra Costa,25.7,37.9,15.9,0.4,13.8,6.3
6013309000,26.83,56-60%,2771,Contra Costa,29.2,24.7,33,0.3,8.5,4.3
6013310000,37.94,76-80%,5641,Contra Costa,53.7,14.2,17.9,0.4,9.7,4
6013311000,43.36,81-85%,5001,Contra Costa,52.4,11.4,18.4,0.7,13.7,3.5
6013312000,43.18,81-85%,2292,Contra Costa,38.3,10.5,39,0.4,8.4,3.2
6013313101,40.19,81-85%,7251,Contra Costa,39.2,22.1,20.2,0.2,15,3.3
6013313102,39.30,76-80%,3984,Contra Costa,35.5,25,23.7,0.7,11.3,3.9
6013313103,23.12,46-50%,7723,Contra Costa,32.8,28.8,16.8,0.3,16.3,4.9
6013313203,26.29,56-60%,3222,Contra Costa,39.7,28.1,8.8,0.4,18.4,4.7
6013313204,31.61,66-70%,5542,Contra Costa,45,28.2,12.5,0.3,10.7,3.4
6013313205,18.01,31-35%,1724,Contra Costa,46.8,22.9,6.4,0.2,20,3.7
6013313206,38.50,76-80%,5757,Contra Costa,57,12.6,14.9,0.2,11.6,3.7
6013314102,38.19,76-80%,5923,Contra Costa,54.3,18.3,11.4,0.2,12.2,3.6
6013314103,37.86,76-80%,5546,Contra Costa,54.5,14.3,14.9,0.4,13,2.9
6013314104,40.04,81-85%,7118,Contra Costa,51.4,20.3,15.5,0.4,9.5,2.9
6013314200,27.68,56-60%,6482,Contra Costa,69.1,19.6,3.5,0.2,5.4,2.3
6013315000,24.44,51-55%,3281,Contra Costa,23,44.2,7.5,0.6,19.7,5
6013316000,21.75,41-45%,1483,Contra Costa,20.9,52.3,18.8,0.8,3.5,3.6
6013317000,14.81,21-25%,2144,Contra Costa,15.2,74.5,2.3,0.4,3.5,4.1
6013318000,17.57,31-35%,3267,Contra Costa,15.3,72.6,2.9,0.8,2.9,5.5
6013319000,14.87,26-30%,7412,Contra Costa,18.3,68.9,2.6,0.6,5.4,4.2
6013320001,40.68,81-85%,3615,Contra Costa,33.3,52.8,2.6,0.7,5.9,4.8
6013320003,15.76,26-30%,2805,Contra Costa,11.7,65.7,2.2,0.7,13.3,6.4
6013320004,16.69,31-35%,6216,Contra Costa,15,65.7,3.4,0.6,10.8,4.4
6013321101,13.28,21-25%,6549,Contra Costa,15.1,67.5,4.9,0.2,8.2,4.1
6013321102,9.49,6-10%,6689,Contra Costa,10.5,71.5,1.3,0.1,12.3,4.3
6013321103,12.10,16-20%,4518,Contra Costa,10.3,76.7,1.3,0.3,7.2,4.1
6013321200,25.22,51-55%,5533,Contra Costa,14.4,50.5,2.9,0.3,27.5,4.4
6013322000,16.65,31-35%,6085,Contra Costa,11.3,70.2,1.4,0.2,13,3.9
6013323000,13.38,21-25%,4352,Contra Costa,12.3,74.9,0.7,0.4,7.5,4.3
6013324001,14.32,21-25%,4615,Contra Costa,13.5,57.4,3.8,0.2,19.9,5.1
6013324002,17.76,31-35%,5141,Contra Costa,16.8,60.9,3.6,0.1,14.8,3.9
6013325000,11.84,16-20%,5514,Contra Costa,10.9,76.2,1.8,0.2,6.5,4.3
6013326000,10.90,11-15%,3437,Contra Costa,7.8,81.6,0.8,0.1,6.3,3.4
6013327000,30.31,61-65%,6695,Contra Costa,31.9,52.4,4.1,0.4,7.5,3.8
6013328000,30.27,61-65%,2281,Contra Costa,21.9,48.8,6.6,0.7,18.2,3.7
6013329000,22.17,46-50%,6309,Contra Costa,34.2,49.8,2.7,0.3,8.8,4.2
6013330000,15.58,26-30%,5353,Contra Costa,28.2,55.7,2.4,0.5,9.4,3.8
6013331000,20.28,41-45%,7013,Contra Costa,23.7,57.7,2.8,0.3,11.7,3.8
6013332000,11.60,16-20%,7534,Contra Costa,21.8,63.3,2,0.3,8.4,4.3
6013333101,11.42,16-20%,4091,Contra Costa,20,61.2,2.4,0.5,11.4,4.5
6013333102,10.50,11-15%,3855,Contra Costa,17.7,62.4,2.7,0.1,12.8,4.3
6013333200,18.20,36-40%,5926,Contra Costa,19.7,63.6,2.4,0.2,10.4,3.7
6013334001,17.66,31-35%,3749,Contra Costa,20.4,61.3,2.9,0.5,9.4,5.5
6013334004,15.10,26-30%,7367,Contra Costa,21.2,53.8,4.1,0.3,15.4,5.2
6013334006,11.60,16-20%,4767,Contra Costa,12,60,1.7,0.4,20.1,5.9
6013334200,10.40,11-15%,6794,Contra Costa,6.2,80.8,1.3,0.1,8.1,3.5
6013335000,16.49,31-35%,3358,Contra Costa,26.8,59.7,2,0.4,7.2,3.9
6013336101,27.71,56-60%,4802,Contra Costa,69.7,13.1,6.9,0.2,7.7,2.4
6013336102,25.05,51-55%,7595,Contra Costa,65,16.8,5.6,0.4,9.5,2.7
6013336201,24.38,51-55%,4032,Contra Costa,54.7,29.4,2.5,0.1,11,2.2
6013336202,29.24,61-65%,5701,Contra Costa,77.2,11.2,3.5,0.1,6.1,1.9
6013337100,19.85,41-45%,3200,Contra Costa,17.5,61.9,2,0.2,14.2,4.3
6013337200,21.65,41-45%,7183,Contra Costa,21.5,57.2,4.2,0.3,12.1,4.7
6013337300,11.28,11-15%,6098,Contra Costa,9.3,68,1.6,0.1,16.6,4.3
6013338101,16.62,31-35%,4996,Contra Costa,42.1,35.9,4.9,0.2,12,4.9
6013338102,13.69,21-25%,3601,Contra Costa,15.9,65.2,1.5,0.3,11.8,5.3
6013338201,16.39,26-30%,3790,Contra Costa,10.4,70,1,0.3,14.2,4.2
6013338203,9.44,6-10%,4564,Contra Costa,9.5,64.9,2.9,0.2,17.8,4.7
6013338204,12.38,16-20%,5662,Contra Costa,7.4,69.7,1.4,0.2,17.7,3.6
6013338301,10.21,11-15%,2922,Contra Costa,5.5,75.3,0.5,0.2,15.8,2.6
6013338302,9.07,6-10%,5807,Contra Costa,6.4,75.1,0.8,0.2,13.2,4.3
6013339001,10.90,11-15%,3362,Contra Costa,17,56.7,4.6,0,17.1,4.5
6013339002,14.22,21-25%,5574,Contra Costa,12.6,67.3,2.6,0.1,13.4,3.9
6013340001,17.89,31-35%,5857,Contra Costa,15.1,65.9,2.2,0.3,12.3,4.1
6013340002,8.36,6-10%,7000,Contra Costa,7.4,77.4,0.9,0.3,10.2,3.8
6013341000,9.15,6-10%,4864,Contra Costa,9,75.8,1.2,0.2,9.5,4.4
6013343001,11.25,11-15%,4806,Contra Costa,14.6,73.1,1.1,0.1,7.5,3.8
6013343002,12.54,16-20%,4380,Contra Costa,6.9,77.2,1.9,0.2,10.5,3.3
6013343003,5.83,1-5% (lowest scores),3843,Contra Costa,5.8,82.9,1,0.1,7.1,3.2
6013345101,9.26,6-10%,5730,Contra Costa,13.7,59.1,2.5,0.1,20.2,4.5
6013345102,7.26,1-5% (lowest scores),3895,Contra Costa,12.8,67.4,2.2,0.1,13.9,3.7
6013345103,8.88,6-10%,5062,Contra Costa,9.7,66.3,1.4,0.3,18.7,3.6
6013345105,9.12,6-10%,6223,Contra Costa,8.8,77.2,0.7,0.1,9.2,4
6013345108,9.49,6-10%,7353,Contra Costa,7.9,61.1,2.1,0.2,24.7,4
6013345111,13.79,21-25%,5099,Contra Costa,9.4,48.1,2.6,0.4,36.6,2.9
6013345112,4.76,1-5% (lowest scores),6513,Contra Costa,8,48.9,3.4,0.2,34.9,4.7
6013345113,5.11,1-5% (lowest scores),4337,Contra Costa,5.9,68.1,1.2,0,20.8,4
6013345114,8.84,6-10%,6307,Contra Costa,5.4,83,0.8,0.1,8.2,2.5
6013345115,5.80,1-5% (lowest scores),5734,Contra Costa,8.3,58.2,2.1,0.1,27,4.2
6013345116,4.68,1-5% (lowest scores),2859,Contra Costa,11.1,65,1.1,0.2,17.7,5
6013345202,9.11,6-10%,7816,Contra Costa,9.7,61.6,3.3,0.2,20.4,5
6013345203,8.85,6-10%,6472,Contra Costa,8.1,82.5,0.6,0.2,5.6,3.1
6013345204,6.04,1-5% (lowest scores),3586,Contra Costa,5,87.2,0.2,0.1,5.1,2.5
6013346101,6.95,1-5% (lowest scores),3433,Contra Costa,5.2,79.1,0.9,0.1,12.1,2.5
6013346102,7.68,6-10%,5650,Contra Costa,5.8,80.8,0.6,0,9.8,2.9
6013346201,7.80,6-10%,7181,Contra Costa,5,85.4,0.5,0.1,6.2,3
6013346203,6.69,1-5% (lowest scores),3838,Contra Costa,6.1,83.1,0.4,0.1,7,3.4
6013346204,4.10,1-5% (lowest scores),7278,Contra Costa,6,75.9,0.7,0.2,12.5,4.7
6013347000,4.99,1-5% (lowest scores),6171,Contra Costa,6.6,77.9,1.4,0.1,10.1,3.9
6013348000,9.59,6-10%,4587,Contra Costa,4.4,82.9,0.4,0.1,8.4,3.7
6013349000,9.66,11-15%,4686,Contra Costa,7.9,77.2,0.9,0.2,10,3.8
6013350000,5.46,1-5% (lowest scores),5512,Contra Costa,7.2,74.5,1.3,0.2,12.1,4.8
6013351101,5.98,1-5% (lowest scores),2594,Contra Costa,2,89.1,0.8,0,7.5,0.7
6013351102,11.11,11-15%,3635,Contra Costa,2.7,88.8,0.5,0.2,6.4,1.3
6013351103,5.88,1-5% (lowest scores),1846,Contra Costa,1.2,91,0.4,0,6.6,0.8
6013351200,5.00,1-5% (lowest scores),5812,Contra Costa,4.6,83.5,0.4,0.2,7.9,3.6
6013352101,4.35,1-5% (lowest scores),3141,Contra Costa,10.2,67.4,3.6,0.2,13.3,5.3
6013352102,2.78,1-5% (lowest scores),5586,Contra Costa,7.3,74.8,1.3,0.1,12.2,4.3
6013352201,4.47,1-5% (lowest scores),5750,Contra Costa,6.4,70.9,1.2,0.1,17.3,4
6013352202,6.05,1-5% (lowest scores),2548,Contra Costa,3.9,76.7,0.4,0.1,14.8,4.2
6013353001,5.26,1-5% (lowest scores),3521,Contra Costa,5.3,75.9,1.1,0.1,13.8,3.9
6013353002,6.22,1-5% (lowest scores),4078,Contra Costa,4.9,78.7,0.5,0.2,11.7,4
6013354001,9.06,6-10%,1859,Contra Costa,3.7,81.4,1.1,0.1,8.3,5.3
6013354002,6.40,1-5% (lowest scores),6590,Contra Costa,3.7,82.9,0.7,0,8.9,3.8
6013355107,18.51,36-40%,5048,Contra Costa,26.7,47.2,10.4,0.5,10.3,5
6013355108,17.61,31-35%,12847,Contra Costa,23.9,25.4,23.6,0.3,20.5,6.4
6013355109,17.48,31-35%,6416,Contra Costa,23.6,40.1,16.2,0.5,14.6,5
6013355110,16.54,31-35%,4197,Contra Costa,25.4,31,22.2,0.4,15.4,5.5
6013355111,11.27,11-15%,6343,Contra Costa,27.8,30,21,0.5,16.2,4.6
6013355112,10.93,11-15%,5563,Contra Costa,6.2,76.8,2.1,0.3,11.5,3.1
6013355113,3.31,1-5% (lowest scores),4985,Contra Costa,5.3,64.9,1.8,0.2,23.7,4.1
6013355114,7.61,6-10%,11035,Contra Costa,7.1,47.4,2,0.1,39,4.5
6013355115,6.28,1-5% (lowest scores),4443,Contra Costa,10.9,32.7,9.6,0.3,40.3,6.2
6013355116,8.47,6-10%,5664,Contra Costa,4.3,23.4,1.8,0.1,65.6,4.9
6013355117,5.06,1-5% (lowest scores),8379,Contra Costa,4.4,20.3,1.9,0.1,69.2,4.1
6013355200,27.81,56-60%,7444,Contra Costa,23.5,19.3,10.9,0.2,41.1,4.9
6013355301,9.60,11-15%,7833,Contra Costa,13.7,65.4,1.8,0.2,14.2,4.7
6013355302,9.31,6-10%,3484,Contra Costa,6.3,69.2,1.1,0.1,18.7,4.5
6013355304,11.61,16-20%,7831,Contra Costa,9.6,76.5,1.6,0.3,7.9,4
6013355306,5.44,1-5% (lowest scores),4922,Contra Costa,9.9,81.2,1,0.3,4.4,3.2
6013356001,20.49,41-45%,3759,Contra Costa,23.9,26.2,13.2,0.3,30.9,5.6
6013356002,10.20,11-15%,5375,Contra Costa,14.2,35.9,14.1,0.1,31.2,4.5
6013357000,16.02,26-30%,3018,Contra Costa,15,72.1,4.2,0.5,4.2,4
6013358000,37.55,76-80%,5298,Contra Costa,24.6,39.8,17,0.4,13,5.1
6013359102,15.79,26-30%,5159,Contra Costa,24.8,27.5,17.6,0.4,25.1,4.7
6013359103,24.29,51-55%,5051,Contra Costa,18.6,35.4,16.6,0.3,24.3,5
6013359104,16.33,26-30%,1932,Contra Costa,13.1,22.7,26.1,0.4,32.7,5
6013359105,14.46,21-25%,4542,Contra Costa,12.3,19,16.2,0.3,47.5,4.8
6013359202,17.62,31-35%,6148,Contra Costa,21.5,46.7,7.3,0.3,18.8,5.3
6013359203,22.51,46-50%,6726,Contra Costa,18.2,17.8,19.6,0.3,39.4,4.8
6013359204,14.53,21-25%,4702,Contra Costa,15.5,14.5,15.2,0.2,50.7,3.9
6013360101,19.69,36-40%,4576,Contra Costa,18.8,43.1,9.7,0.2,22.3,5.8
